Wall time,Step,Value
1702546722.7463996,108000,-437.2024230957031
1702546831.6429176,110000,-441.72015380859375
1702547108.8298883,115000,-454.8118896484375
1702547218.3941498,117000,-459.293701171875
1702547493.5271149,122000,-460.4170227050781
1702547718.335744,126000,-462.2183532714844
1702547774.359182,127000,-463.8196716308594
1702547883.4642568,129000,-462.0320129394531
1702547995.5136075,131000,-459.1266784667969
1702548053.3435752,132000,-461.7369079589844
1702548109.1980317,133000,-461.2235412597656
1702548335.9497626,137000,-452.5660095214844
1702548391.4896832,138000,-449.43450927734375
1702548728.6044314,144000,-452.78753662109375
1702548781.3766801,145000,-448.7113342285156
1702548890.846137,147000,-441.41217041015625
1702548944.9447942,148000,-443.28375244140625
1702549109.818473,151000,-431.46881103515625
1702549493.9939811,158000,-427.07855224609375
1702549606.6897526,160000,-417.8199462890625
1702549662.6633432,161000,-418.83197021484375
1702549773.0916672,163000,-418.76104736328125
1702549883.4540255,165000,-423.43768310546875
1702549990.8597858,167000,-420.5146484375
1702550214.054497,171000,-421.33062744140625
1702550270.7007542,172000,-416.93048095703125
1702550326.1527174,173000,-418.9227600097656
1702550492.4145255,176000,-406.9258117675781
1702550547.8908548,177000,-404.8690490722656
1702550603.9262657,178000,-409.128173828125
1702550660.8745885,179000,-411.14031982421875
1702550773.1735513,181000,-419.3073425292969
1702550829.651812,182000,-418.0534973144531
1702550999.3050532,185000,-414.0460510253906
1702551056.8898923,186000,-412.9250793457031
1702551114.0555315,187000,-413.0124206542969
1702551280.2651877,190000,-413.86639404296875
1702551335.853254,191000,-408.3744812011719
1702551390.7103834,192000,-415.6781311035156
1702551446.094032,193000,-419.38641357421875
1702551614.3489115,196000,-436.7389831542969
1702551838.4944658,200000,-445.63787841796875
1702551894.4785802,201000,-441.8116149902344
1702552005.5833943,203000,-445.8536071777344
1702552060.1256225,204000,-452.6448669433594
1702552115.519752,205000,-450.93707275390625
1702552173.0403867,206000,-449.70703125
1702552284.1169703,208000,-460.7252502441406
1702552393.3797097,210000,-456.762939453125
1702552503.8613484,212000,-463.96368408203125
1702552616.0137882,214000,-461.5422058105469
1702552724.5925322,216000,-462.5635986328125
1702552778.7270107,217000,-463.4329833984375
1702552887.9198148,219000,-459.326416015625
1702552944.589112,220000,-454.8505554199219
1702553000.8813844,221000,-452.5813293457031
1702553057.0572252,222000,-449.4252624511719
1702553113.61296,223000,-448.249267578125
1702553223.6515765,225000,-446.07037353515625
1702553281.656273,226000,-444.187744140625
1702553507.2833152,230000,-441.739501953125
1702553843.115826,236000,-422.02557373046875
1702553954.4718997,238000,-418.3620910644531
1702554011.8489845,239000,-416.88323974609375
1702554068.5407786,240000,-421.4449157714844
1702554180.6901486,242000,-426.7880554199219
1702554237.272464,243000,-430.444580078125
1702554349.730439,245000,-428.453125
1702554406.0766408,246000,-433.51324462890625
1702554463.0920153,247000,-439.2306213378906
1702554520.2944305,248000,-443.4568786621094
1702554801.488772,253000,-435.731689453125
1702554857.8612368,254000,-438.64697265625
1702554912.3660083,255000,-437.3820495605469
1702555082.538052,258000,-441.71435546875
1702555142.100046,259000,-447.0220947265625
1702555196.2683327,260000,-444.9530334472656
1702555250.8501525,261000,-443.36834716796875
1702555367.990554,263000,-438.4762878417969
1702555817.2768612,271000,-426.3576354980469
1702555872.990899,272000,-429.5547180175781
1702556042.140139,275000,-432.1513977050781
1702556098.091401,276000,-434.4519958496094
1702556154.694108,277000,-436.7668762207031
1702556266.5461972,279000,-430.1943359375
1702556381.833855,281000,-428.4939880371094
1702556491.3419304,283000,-426.9019470214844
1702556546.562668,284000,-422.93780517578125
1702556659.0168426,286000,-428.981201171875
1702556776.046091,288000,-432.0008544921875
1702556831.3589556,289000,-438.5572204589844
1702556943.5881174,291000,-440.2433776855469
1702557228.5137067,296000,-433.4862060546875
1702557285.992425,297000,-438.8528747558594
1702557345.0959485,298000,-437.4359130859375
1702557401.1384938,299000,-442.0833740234375
1702557734.971499,305000,-435.4825134277344
1702557847.7214458,307000,-430.1359558105469
1702557958.3139963,309000,-424.0350036621094
1702558015.1929536,310000,-421.40216064453125
1702558182.4119878,313000,-427.64508056640625
1702558237.5133786,314000,-428.2578125
1702558403.369537,317000,-426.023193359375
1702558514.737571,319000,-421.8594665527344
1702558570.4411275,320000,-422.81781005859375
1702558739.2294705,323000,-415.85565185546875
1702558851.4231684,325000,-418.9517822265625
1702559126.9508336,330000,-419.7872314453125
1702559184.8561556,331000,-417.16546630859375
1702559242.3290818,332000,-419.20819091796875
1702559296.3694448,333000,-417.3157653808594
1702559589.3289945,338000,-422.0968017578125
1702559648.0616012,339000,-420.1399230957031
1702559757.911911,341000,-421.71044921875
1702559929.8446014,344000,-428.914306640625
1702559986.8897536,345000,-428.3197021484375
1702560043.81339,346000,-432.2843017578125
1702560099.0174332,347000,-437.3006591796875
1702560210.320214,349000,-432.52545166015625
1702560322.9721408,351000,-441.9935302734375
1702560436.967388,353000,-435.7084045410156
1702560493.7912416,354000,-437.293212890625
1702560548.2311869,355000,-437.5240173339844
1702560773.4502163,359000,-438.7461242675781
1702560886.0529954,361000,-437.8669738769531
1702561002.0796623,363000,-439.4910888671875
1702561057.2911577,364000,-437.60601806640625
1702561114.4712586,365000,-442.8079528808594
1702561170.441282,366000,-444.3127136230469
1702561226.8095953,367000,-441.4817810058594
1702561283.8500156,368000,-447.536865234375
1702561338.7450936,369000,-445.1526184082031
1702561672.4890437,375000,-438.3744812011719
1702561836.9550526,378000,-438.34326171875
1702561892.7699127,379000,-437.3696594238281
1702562287.075725,386000,-420.32464599609375
1702562343.9697013,387000,-421.01348876953125
1702562571.2159202,391000,-425.1427307128906
1702562626.1452632,392000,-425.7978820800781
1702562682.86045,393000,-426.5323181152344
1702562738.9038007,394000,-428.0402526855469
1702562792.7445517,395000,-430.89178466796875
1702562848.7794986,396000,-430.8932189941406
1702562905.527296,397000,-434.76123046875
1702562963.4926646,398000,-427.8236083984375
1702563020.3683794,399000,-424.95849609375
1702563076.709311,400000,-424.0445251464844
1702563190.8036273,402000,-428.1201477050781
1702563246.5517607,403000,-427.6250915527344
1702563360.8342042,405000,-425.99725341796875
1702563586.6541297,409000,-425.65911865234375
1702563641.0017076,410000,-423.6604309082031
1702563810.809532,413000,-428.44403076171875
1702563867.3618994,414000,-427.9031677246094
1702563924.016014,415000,-423.0924987792969
1702563979.1477766,416000,-418.3371276855469
1702564150.6952164,419000,-425.94451904296875
1702564322.6212907,422000,-425.13525390625
1702564380.3550158,423000,-430.73541259765625
1702564549.6083376,426000,-435.4915771484375
1702564604.3835633,427000,-433.7809143066406
1702564828.3522122,431000,-433.7928466796875
1702564884.2074335,432000,-427.745849609375
1702565057.4587054,435000,-428.44403076171875
1702565115.303155,436000,-430.8508605957031
1702565168.7411814,437000,-433.54498291015625
1702565222.6277175,438000,-433.20697021484375
1702565278.4725053,439000,-434.6578063964844
1702565335.6540232,440000,-434.0014343261719
1702565390.7048397,441000,-431.6423034667969
1702565445.9454584,442000,-427.700439453125
1702565558.4480188,444000,-421.8944396972656
1702565613.0092494,445000,-419.77093505859375
1702565670.2413776,446000,-417.8884582519531
1702565727.8064847,447000,-416.0074768066406
1702565950.8207834,451000,-403.2113952636719
1702566007.5445774,452000,-402.06903076171875
1702566061.0982387,453000,-406.3534851074219
1702566116.2729793,454000,-405.99102783203125
1702566173.1566029,455000,-410.1556396484375
1702566283.435661,457000,-405.3202209472656
1702566391.8210528,459000,-398.34979248046875
1702566501.3712895,461000,-401.0329895019531
1702566556.7195067,462000,-407.4215087890625
1702566726.1726272,465000,-412.5822448730469
1702566780.1422532,466000,-412.6917419433594
1702566833.6194334,467000,-416.88568115234375
1702566940.7568393,469000,-418.8710632324219
1702567053.6722674,471000,-422.0380859375
1702567282.078184,475000,-421.00054931640625
1702567337.8480568,476000,-425.2498779296875
1702567509.0553863,479000,-424.4961853027344
1702567563.9498813,480000,-423.0956115722656
1702567619.5730093,481000,-425.20050048828125
1702567674.4057605,482000,-422.2920227050781
1702567728.3437138,483000,-420.9815673828125
1702567787.1140444,484000,-420.1783447265625
1702567844.2012172,485000,-417.506591796875
1702567955.0605583,487000,-419.76531982421875
1702568009.2612927,488000,-423.1719665527344
1702568065.3945863,489000,-426.5976257324219
1702568123.8187895,490000,-427.1951599121094
1702568234.0291963,492000,-424.189697265625
1702568401.4258268,495000,-428.9093322753906
1702568621.1418495,499000,-443.2413024902344
1702568790.2381437,502000,-449.92242431640625
1702568845.36806,503000,-454.66680908203125
1702568901.3909438,504000,-457.759033203125
1702569067.4298596,507000,-460.7762145996094
1702569177.8638053,509000,-459.2528381347656
1702569231.7572482,510000,-460.4729309082031
1702569286.6577692,511000,-464.21044921875
1702569342.6039898,512000,-466.72186279296875
1702569398.9640296,513000,-465.0050354003906
1702569454.4710727,514000,-461.9207763671875
1702569507.892292,515000,-463.1095275878906
1702569675.577916,518000,-459.295166015625
1702569731.7190826,519000,-453.90838623046875
1702569786.346796,520000,-457.30059814453125
1702569843.5804055,521000,-455.6592102050781
1702570012.6328278,524000,-450.1356506347656
1702570402.8734565,531000,-441.8349304199219
1702570570.354072,534000,-444.21075439453125
1702570626.1961992,535000,-444.26861572265625
1702570737.5739396,537000,-445.7159423828125
1702570794.2440207,538000,-444.6192932128906
1702570848.7087448,539000,-442.20184326171875
1702570904.230131,540000,-442.5814208984375
1702570958.0638235,541000,-441.4312744140625
1702571069.1607475,543000,-438.1477355957031
1702571124.6367528,544000,-439.98492431640625
1702571178.0461586,545000,-442.9746398925781
1702571290.0736005,547000,-438.04132080078125
1702571345.503325,548000,-436.68048095703125
1702571512.1508913,551000,-440.6426086425781
1702571624.8271246,553000,-444.67999267578125
1702571736.3140776,555000,-443.4046325683594
1702571791.4795523,556000,-440.54766845703125
1702571847.7758472,557000,-441.0916748046875
1702572177.4310193,563000,-435.33514404296875
1702572233.6295075,564000,-438.4015197753906
1702572288.4110546,565000,-441.2143859863281
1702572515.362633,569000,-450.3756103515625
1702572684.334816,572000,-448.6999206542969
1702572799.589762,574000,-444.9838562011719
1702572966.8693788,577000,-448.7332763671875
1702573191.3355877,581000,-450.40069580078125
1702573415.152035,585000,-445.52008056640625
1702573471.5655804,586000,-442.86334228515625
1702573527.3590162,587000,-441.6670837402344
1702573635.9623647,589000,-438.7763366699219
1702573751.0368946,591000,-431.3028564453125
1702573807.0248935,592000,-427.3836669921875
1702573864.9359076,593000,-428.10174560546875
1702573977.9002686,595000,-423.4764099121094
1702574088.983002,597000,-422.83575439453125
1702574146.5536578,598000,-421.1737976074219
1702574201.1985853,599000,-415.0421447753906
1702574258.1192694,600000,-418.93310546875
1702574369.8855522,602000,-417.3333435058594
1702574428.135427,603000,-415.9613952636719
1702574485.6555862,604000,-412.78070068359375
1702574600.8384671,606000,-419.7849426269531
1702574770.160044,609000,-416.62823486328125
1702574879.77243,611000,-418.4316101074219
1702575046.1687021,614000,-423.6541748046875
1702575100.6554117,615000,-424.3613586425781
1702575212.6849864,617000,-423.63330078125
1702575324.670064,619000,-425.8184814453125
1702575437.7934525,621000,-423.8746032714844
1702575548.163931,623000,-422.953369140625
1702575603.6186678,624000,-424.3829345703125
1702575771.9494596,627000,-418.74615478515625
1702575883.5654032,629000,-425.3479309082031
1702575936.4612439,630000,-423.7782897949219
1702576159.9652894,634000,-418.94842529296875
1702576273.0374856,636000,-414.6426086425781
1702576384.3608902,638000,-417.2352294921875
1702576551.6819222,641000,-419.1017761230469
1702576609.7002032,642000,-420.3955078125
1702576664.366122,643000,-415.9638671875
1702576719.4707568,644000,-413.7858581542969
1702576775.2825408,645000,-412.8640441894531
1702576828.988536,646000,-415.6800231933594
1702577055.0785847,650000,-413.9810485839844
1702577162.7496815,652000,-419.97601318359375
1702577218.4809606,653000,-417.6868591308594
1702577276.3835428,654000,-421.1279296875
1702577333.3954697,655000,-423.8492126464844
1702577389.6885371,656000,-422.2820129394531
1702577558.0733,659000,-424.5654296875
1702577617.0250883,660000,-426.273193359375
1702577673.3579957,661000,-428.3473205566406
1702578067.1549666,668000,-428.1185607910156
1702578238.860156,671000,-429.6513671875
1702578515.6449895,676000,-423.12860107421875
1702578572.210475,677000,-422.1275634765625
1702578628.9752927,678000,-418.9283142089844
1702578799.8866553,681000,-412.25225830078125
1702578914.8564427,683000,-411.7159729003906
1702578971.2074745,684000,-412.6847839355469
1702579030.705853,685000,-410.7734375
1702579201.5938177,688000,-401.3277587890625
1702579481.769674,693000,-399.92041015625
1702579592.2272706,695000,-400.56512451171875
1702579650.057291,696000,-402.8690185546875
1702579707.1433737,697000,-404.9989013671875
1702579763.1789331,698000,-407.7410583496094
1702579877.931892,700000,-404.9857177734375
1702580050.4051957,703000,-388.5461120605469
1702580107.370719,704000,-390.6331481933594
1702580222.7056994,706000,-392.7936706542969
1702580447.146971,710000,-403.7149658203125
1702580504.1589177,711000,-403.63916015625
1702580619.1819248,713000,-397.98486328125
1702580793.2251172,716000,-392.3787536621094
1702580905.029479,718000,-393.8067321777344
1702581017.4343696,720000,-398.54534912109375
1702581074.154178,721000,-409.962890625
1702581129.0724053,722000,-417.6839599609375
1702581245.2858114,724000,-419.169677734375
1702581360.36623,726000,-419.08441162109375
1702581417.1546729,727000,-416.2808837890625
1702581473.5977638,728000,-413.25909423828125
1702581531.7626028,729000,-412.2179870605469
1702581588.422855,730000,-411.1551513671875
1702581700.8698704,732000,-420.7919006347656
1702581759.4000661,733000,-418.62432861328125
1702581818.0968997,734000,-419.03662109375
1702582098.9888983,739000,-411.4454345703125
1702582156.0304534,740000,-414.0155029296875
1702582210.6830888,741000,-407.6413269042969
1702582325.0548031,743000,-402.2894287109375
1702582383.5885043,744000,-398.08636474609375
1702582440.101437,745000,-398.3358459472656
1702582494.6071532,746000,-398.7996826171875
1702582893.5864606,753000,-403.62652587890625
1702583070.2276874,756000,-396.0373229980469
1702583125.775878,757000,-399.33355712890625
1702583239.7990944,759000,-400.33978271484375
1702583520.0527282,764000,-398.8200378417969
1702583575.4505057,765000,-394.8822326660156
1702583631.5661864,766000,-392.0982971191406
1702583801.3864944,769000,-388.8904113769531
1702583858.098041,770000,-388.146728515625
1702584030.2135606,773000,-385.4441223144531
1702584089.4201658,774000,-388.3203430175781
1702584203.0744581,776000,-385.47705078125
1702584260.5968058,777000,-386.5153503417969
1702584370.6065989,779000,-383.18817138671875
1702584427.8347428,780000,-386.8622131347656
1702584486.000188,781000,-385.983642578125
1702584542.7240198,782000,-386.80810546875
1702584597.558887,783000,-394.4100341796875
1702584933.8834763,789000,-409.4004821777344
1702584989.2870219,790000,-411.4627380371094
1702585101.2709455,792000,-413.5494689941406
1702585216.6131415,794000,-417.92572021484375
1702585330.8860765,796000,-423.10784912109375
1702585388.0303931,797000,-422.4769287109375
1702585555.8788812,800000,-420.2922058105469
1702585611.2993443,801000,-420.6492614746094
1702585838.615495,805000,-413.3095397949219
1702585896.352626,806000,-407.6780090332031
1702585951.8264933,807000,-409.8023376464844
1702586007.912728,808000,-409.47003173828125
1702586175.6627707,811000,-400.22540283203125
1702586343.9089768,814000,-397.53076171875
1702586623.7947226,819000,-412.2846374511719
1702586680.3095248,820000,-413.6311950683594
1702586793.0440598,822000,-416.0415954589844
1702586849.4294665,823000,-409.7099914550781
1702586908.0276918,824000,-411.79815673828125
1702587023.7833877,826000,-410.00152587890625
1702587078.7514226,827000,-406.88226318359375
1702587134.6989121,828000,-406.8171691894531
1702587190.6835902,829000,-411.8282165527344
1702587413.3303275,833000,-420.403076171875
1702587468.7383347,834000,-419.1807556152344
1702587579.835578,836000,-415.4813232421875
1702587635.6099398,837000,-408.0757141113281
1702587690.7666943,838000,-407.7239990234375
1702587805.5320206,840000,-397.0686950683594
1702587861.106574,841000,-399.3328552246094
1702588029.587995,844000,-388.8221130371094
1702588142.8839867,846000,-394.6051025390625
1702588423.4761963,851000,-392.6727600097656
1702588479.9107244,852000,-394.9787292480469
1702588646.6880033,855000,-390.670166015625
1702588815.629981,858000,-405.0516662597656
1702588988.8662834,861000,-404.0364990234375
1702589101.5877168,863000,-405.6101989746094
1702589270.338982,866000,-411.21820068359375
1702589327.5980186,867000,-410.7730712890625
1702589552.8225625,871000,-407.71630859375
1702589610.0318172,872000,-405.24493408203125
1702590176.1555917,882000,-414.9909362792969
1702590291.5126038,884000,-412.50146484375
1702590350.6869314,885000,-414.3052062988281
1702590408.54836,886000,-416.3367919921875
1702590467.2187126,887000,-412.05560302734375
1702590579.0060544,889000,-415.88134765625
1702590692.4258037,891000,-415.0915222167969
1702590805.765892,893000,-417.1454772949219
1702590976.0545905,896000,-404.8199462890625
1702591088.7206638,898000,-404.45849609375
1702591145.71057,899000,-405.7630920410156
1702591309.2106268,902000,-403.9157409667969
1702591363.990242,903000,-396.7499694824219
1702591477.6189384,905000,-391.2838134765625
1702591591.8589823,907000,-399.1573791503906
1702591650.6551344,908000,-399.5351257324219
1702591706.6808417,909000,-403.34136962890625
1702591821.2273788,911000,-403.7992248535156
1702591877.6774876,912000,-403.3615417480469
1702592049.2635543,915000,-414.7339172363281
1702592273.714017,919000,-413.52471923828125
1702592330.4341583,920000,-413.53814697265625
1702592444.0692425,922000,-406.7666015625
1702592558.9054272,924000,-415.19525146484375
1702592784.1802356,928000,-405.7381591796875
1702592841.1615467,929000,-405.7065734863281
1702592897.531192,930000,-413.56610107421875
1702592952.631623,931000,-408.10211181640625
1702593009.0961223,932000,-413.0723571777344
1702593065.9743576,933000,-403.4571533203125
1702593124.5508804,934000,-399.698486328125
1702593238.7768347,936000,-402.0970764160156
1702593464.8810174,940000,-400.9479064941406
1702593578.574733,942000,-403.24993896484375
1702593635.0818403,943000,-400.32659912109375
1702593804.1168308,946000,-403.6639709472656
1702594034.8012688,950000,-388.38043212890625
1702594206.838138,953000,-385.18817138671875
1702594323.1280622,955000,-378.2178039550781
1702594380.61684,956000,-379.0118408203125
1702594437.855268,957000,-377.37799072265625
1702594668.1154382,961000,-381.8547668457031
1702594780.9000177,963000,-376.8087463378906
1702594837.8192255,964000,-374.4781799316406
1702594893.0270944,965000,-375.6840515136719
1702594950.649941,966000,-376.3636474609375
1702595063.0898855,968000,-369.06671142578125
1702595120.3404818,969000,-366.5403137207031
1702595295.0346453,972000,-379.947509765625
1702595580.715946,977000,-382.8905334472656
1702595696.296533,979000,-381.0646667480469
1702595751.6825287,980000,-381.80474853515625
1702595861.7762482,982000,-382.93505859375
1702595921.3066354,983000,-387.8323059082031
1702596147.3384955,987000,-388.9258117675781
1702596258.795687,989000,-398.52392578125
1702596316.7736995,990000,-400.8984375
1702596374.7314892,991000,-400.8245849609375
1702596487.5744972,993000,-401.85406494140625
1702596601.0447176,995000,-400.5918273925781
1702596656.1093261,996000,-404.9309387207031
1702596715.0104988,997000,-412.0981750488281
1702596826.9408767,999000,-411.1642761230469
1702596883.6157389,1000000,-409.5791015625
1702596995.141553,1002000,-405.6584777832031
1702597050.6153667,1003000,-406.46124267578125
1702597109.047881,1004000,-408.8014831542969
1702597166.87192,1005000,-405.2963562011719
1702597225.8367405,1006000,-409.903076171875
1702597281.3876572,1007000,-414.4440612792969
1702597559.3620732,1012000,-397.584716796875
1702597671.5692403,1014000,-399.5671081542969
1702597786.4601798,1016000,-395.44158935546875
1702597844.1892939,1017000,-388.2734680175781
1702597901.4452658,1018000,-388.59307861328125
1702598187.0905585,1023000,-381.98675537109375
1702598412.181067,1027000,-372.8335876464844
1702598525.286502,1029000,-372.8343811035156
1702598584.1592855,1030000,-376.36700439453125
1702598921.6650488,1036000,-385.77325439453125
1702598977.3562067,1037000,-391.3216552734375
1702599032.6072493,1038000,-387.1927795410156
1702599092.9840243,1039000,-377.3758239746094
1702599148.7887676,1040000,-383.2424621582031
1702599372.5503268,1044000,-394.5521545410156
1702599487.730882,1046000,-390.1815490722656
1702599543.3654804,1047000,-392.5375671386719
1702599884.4055634,1053000,-390.3839416503906
1702599942.3572116,1054000,-389.62664794921875
1702600114.7626207,1057000,-388.49945068359375
1702600228.23255,1059000,-393.82464599609375
1702600283.556516,1060000,-393.6946716308594
1702600341.186516,1061000,-397.9425354003906
1702600457.8103318,1063000,-395.06866455078125
1702600629.0800166,1066000,-394.6524353027344
1702600684.8486736,1067000,-392.8539733886719
1702600742.4425673,1068000,-395.8466491699219
1702600855.6941688,1070000,-390.4317626953125
1702600914.742105,1071000,-393.9494934082031
1702600970.2954018,1072000,-391.6118469238281
1702601027.9153934,1073000,-396.89703369140625
1702601087.225905,1074000,-394.2576904296875
1702601142.4188166,1075000,-397.22589111328125
1702601315.8724813,1078000,-395.2591247558594
1702601374.5103142,1079000,-394.27587890625
1702601490.5174668,1081000,-390.5362243652344
1702601548.315293,1082000,-388.1004638671875
1702601603.7020571,1083000,-389.3623962402344
1702601775.1259305,1086000,-395.6573486328125
1702601831.7959328,1087000,-396.81396484375
1702601890.5216377,1088000,-394.3856201171875
1702602119.894602,1092000,-398.20794677734375
1702602176.1354272,1093000,-393.0368957519531
1702602233.7928164,1094000,-395.649658203125
1702602514.458883,1099000,-385.86773681640625
1702602626.71188,1101000,-392.69500732421875
1702602740.3960297,1103000,-396.3636474609375
1702602796.139763,1104000,-393.5160827636719
1702602851.2406588,1105000,-390.8194580078125
1702603023.0684211,1108000,-389.8453674316406
1702603080.7541523,1109000,-390.9005126953125
1702603137.6275835,1110000,-384.61431884765625
1702603196.0290565,1111000,-389.2630920410156
1702603252.4834797,1112000,-386.2164306640625
1702603313.071318,1113000,-386.8964538574219
1702603370.5460393,1114000,-386.0586853027344
1702603428.0571826,1115000,-384.3739929199219
1702603544.3332722,1117000,-384.7975769042969
1702603718.0693996,1120000,-384.0867919921875
1702603834.0075529,1122000,-387.5964050292969
1702603892.9309053,1123000,-381.56488037109375
1702604068.0355005,1126000,-390.4068298339844
1702604125.0377986,1127000,-396.51739501953125
1702604240.4511645,1129000,-395.4489440917969
1702604298.6632102,1130000,-399.58758544921875
1702604354.3245587,1131000,-392.9000244140625
1702604410.1483874,1132000,-397.68035888671875
1702604465.2348237,1133000,-400.676513671875
1702604580.921451,1135000,-403.5424499511719
1702604638.0009034,1136000,-407.5237121582031
1702604693.6027486,1137000,-401.0053405761719
1702604864.6446915,1140000,-403.6045837402344
1702605038.182909,1143000,-406.45806884765625
1702605211.4179683,1146000,-401.10089111328125
1702605270.424066,1147000,-397.74822998046875
1702605384.1933334,1149000,-404.37774658203125
1702605441.9107788,1150000,-400.338134765625
1702605497.1272774,1151000,-401.5776672363281
1702605554.8041961,1152000,-396.5023498535156
1702605612.583768,1153000,-396.021484375
1702605669.9966123,1154000,-393.75079345703125
1702605783.5493665,1156000,-393.45440673828125
1702606065.3161035,1161000,-397.2399597167969
1702606179.2357821,1163000,-393.97149658203125
1702606293.377414,1165000,-393.3080139160156
1702606404.4862595,1167000,-391.2418518066406
1702606461.3482924,1168000,-386.7528991699219
1702606802.7044294,1174000,-388.1184997558594
1702606860.7192671,1175000,-389.2759704589844
1702606978.8698566,1177000,-391.0433044433594
1702607038.595417,1178000,-381.2793273925781
1702607095.4441526,1179000,-381.248291015625
1702607324.3978808,1183000,-386.760498046875
1702607441.4811666,1185000,-385.83807373046875
1702607555.5247154,1187000,-385.6106262207031
1702607669.5034752,1189000,-386.9100341796875
1702607728.9274004,1190000,-387.1958923339844
1702607786.7699897,1191000,-388.83978271484375
1702607960.402321,1194000,-382.47918701171875
1702608016.6921465,1195000,-378.3348693847656
1702608073.3064318,1196000,-381.0852355957031
1702608189.7628257,1198000,-385.20098876953125
1702608246.633088,1199000,-383.29412841796875
1702608415.037521,1202000,-397.7984313964844
1702608473.0470352,1203000,-384.6233215332031
1702608644.097641,1206000,-388.36712646484375
1702608700.6249468,1207000,-389.81640625
1702608757.736866,1208000,-395.5015563964844
1702608872.6970844,1210000,-385.4766540527344
1702609099.283681,1214000,-398.26678466796875
1702609158.36492,1215000,-395.1671447753906
1702609215.7722943,1216000,-391.0794982910156
1702609329.635833,1218000,-393.4272155761719
1702609387.5042422,1219000,-393.9955749511719
1702609669.8373919,1224000,-405.2436218261719
1702609784.8896,1226000,-405.1864318847656
1702609953.7838778,1229000,-405.6462097167969
1702610008.5021405,1230000,-410.9613037109375
1702610175.8116386,1233000,-419.9373779296875
1702610232.089075,1234000,-420.3338317871094
1702610516.3330328,1239000,-420.5050354003906
1702610627.6666286,1241000,-412.4082336425781
1702610686.196188,1242000,-412.37030029296875
1702610741.884981,1243000,-410.015869140625
1702610800.2551312,1244000,-405.79498291015625
1702610855.6255639,1245000,-406.717041015625
1702610913.2766778,1246000,-403.7872009277344
1702610970.099584,1247000,-399.7821044921875
1702611141.5157232,1250000,-401.2206115722656
1702611200.0170865,1251000,-400.9581604003906
1702611258.053496,1252000,-395.7995910644531
1702611317.9200797,1253000,-391.9560241699219
1702611432.6927493,1255000,-390.3731384277344
1702611548.1976998,1257000,-404.51898193359375
1702611605.6326044,1258000,-408.8798522949219
1702611778.5383308,1261000,-411.275390625
1702611836.3889272,1262000,-415.49224853515625
1702612007.846135,1265000,-409.19635009765625
1702612180.5759356,1268000,-419.1626892089844
1702612410.2294133,1272000,-415.29638671875
1702612697.1630814,1277000,-398.01544189453125
1702612753.7390902,1278000,-391.4648742675781
1702612812.0312386,1279000,-393.53143310546875
1702613042.4886413,1283000,-378.3053894042969
1702613211.2667544,1286000,-375.1276550292969
1702613499.9647427,1291000,-372.4116516113281
1702613669.8019285,1294000,-374.3954772949219
1702613843.5095537,1297000,-380.0804138183594
1702613954.6319482,1299000,-379.8279724121094
1702614010.7120893,1300000,-376.75115966796875
1702614181.8057373,1303000,-392.8543701171875
1702614411.0753124,1307000,-387.0697937011719
1702614638.6223357,1311000,-401.2277526855469
1702614867.2032776,1315000,-400.82525634765625
