Wall time,Step,Value
1700640896.2239532,50400,-453.2565612792969
1700640922.6870024,51200,-450.8367919921875
1700640981.644875,52800,-445.1302490234375
1700641010.8003595,53600,-446.83404541015625
1700641037.4442296,54400,-449.9032897949219
1700641064.50583,55200,-449.94769287109375
1700641121.3898706,56800,-441.6631164550781
1700641148.504275,57600,-439.2904357910156
1700641177.5227656,58400,-437.32684326171875
1700641203.7387714,59200,-437.1335754394531
1700641260.2369058,60800,-434.7226257324219
1700641314.1892853,62400,-436.5536804199219
1700641340.7641196,63200,-438.4178771972656
1700641366.8928893,64000,-436.6504211425781
1700641394.0866373,64800,-433.6279602050781
1700641420.9301562,65600,-429.69964599609375
1700641447.7098758,66400,-427.1808166503906
1700641473.95972,67200,-425.1063232421875
1700641499.3509552,68000,-418.8963928222656
1700641527.730312,68800,-417.4678039550781
1700641553.3482027,69600,-413.7163391113281
1700641578.4408796,70400,-405.9791564941406
1700641604.894537,71200,-405.824951171875
1700641630.4076376,72000,-400.67138671875
1700641659.128159,72800,-400.9900207519531
1700641713.3211808,74400,-395.5733337402344
1700641766.6250272,76000,-394.6622314453125
1700641795.0545726,76800,-393.10980224609375
1700641822.9219515,77600,-388.3780517578125
1700641904.2430587,80000,-388.2980041503906
1700641934.224882,80800,-381.9746398925781
1700641962.1576033,81600,-377.9627685546875
1700642017.5252626,83200,-370.982177734375
1700642045.5468595,84000,-366.4216003417969
1700642101.2893987,85600,-369.37640380859375
1700642129.503112,86400,-371.09442138671875
1700642156.0834372,87200,-368.4172058105469
1700642183.1146421,88000,-369.49365234375
1700642210.2207675,88800,-369.75213623046875
1700642239.7807724,89600,-365.931884765625
1700642267.7066286,90400,-366.85260009765625
1700642324.1035106,92000,-364.33905029296875
1700642351.2176151,92800,-362.951416015625
1700642378.3291485,93600,-359.2269592285156
1700642406.023427,94400,-363.07275390625
1700642434.3823862,95200,-359.4246826171875
1700642462.739283,96000,-363.02960205078125
1700642490.9595723,96800,-365.5296325683594
1700642517.4186225,97600,-376.7439880371094
1700642544.796699,98400,-376.5244140625
1700642573.1849372,99200,-374.3345642089844
1700642626.8745363,100800,-379.052978515625
1700642653.553215,101600,-379.165771484375
1700642679.4643342,102400,-377.9969787597656
1700642706.4748735,103200,-375.09185791015625
1700642734.1280875,104000,-378.5745544433594
1700642759.982754,104800,-376.74700927734375
1700642787.180226,105600,-373.4861755371094
1700642813.2324808,106400,-372.8763122558594
1700642869.1892774,108000,-371.42767333984375
1700642923.7012792,109600,-368.55340576171875
1700642951.167271,110400,-375.5349426269531
1700642978.1219492,111200,-374.6169738769531
1700643004.461925,112000,-376.8091735839844
1700643032.1569796,112800,-381.5187072753906
1700643058.697931,113600,-386.0585021972656
1700643113.101002,115200,-389.2525329589844
1700643140.1434813,116000,-389.9850769042969
1700643168.7836764,116800,-388.6522216796875
1700643197.1470504,117600,-380.2713623046875
1700643225.6058836,118400,-375.98480224609375
1700643251.54638,119200,-367.1325378417969
1700643305.8406315,120800,-369.88836669921875
1700643361.3763843,122400,-373.862060546875
1700643388.4559186,123200,-380.78607177734375
1700643418.2125776,124000,-375.54901123046875
1700643470.567066,125600,-376.56927490234375
1700643498.445233,126400,-373.9733581542969
1700643527.4078124,127200,-366.2574157714844
1700643555.036117,128000,-368.6443786621094
1700643582.4508204,128800,-368.73138427734375
1700643610.3834496,129600,-357.258544921875
1700643637.9200153,130400,-350.3238525390625
1700643664.965691,131200,-347.024658203125
1700643694.4872205,132000,-350.29400634765625
1700643721.1497147,132800,-346.5594787597656
1700643748.081434,133600,-347.3412170410156
1700643801.5114143,135200,-344.73388671875
1700643829.1486063,136000,-336.5155944824219
1700643855.2624874,136800,-335.34619140625
1700643882.5294764,137600,-331.01708984375
1700643910.2597015,138400,-331.7076110839844
1700643963.4734612,140000,-343.1455078125
1700643990.0408874,140800,-333.53515625
1700644016.58966,141600,-338.6273498535156
1700644044.3514628,142400,-341.7236633300781
1700644072.7309184,143200,-334.70367431640625
1700644126.6355433,144800,-333.5647277832031
1700644154.9079914,145600,-338.5202331542969
1700644184.004541,146400,-335.60009765625
1700644212.5611,147200,-338.5668640136719
1700644239.7688637,148000,-336.3762512207031
1700644266.686109,148800,-334.671875
1700644293.4539006,149600,-341.9100646972656
1700644374.9591734,152000,-341.81048583984375
1700644401.8940415,152800,-343.03558349609375
1700644429.8338058,153600,-339.6966857910156
1700644456.482436,154400,-347.5730285644531
1700644483.6654077,155200,-344.22906494140625
1700644537.1489823,156800,-351.0359802246094
1700644592.3187141,158400,-351.5590515136719
1700644619.1265519,159200,-350.89892578125
1700644646.3484318,160000,-342.7309875488281
1700644673.2713597,160800,-339.98065185546875
1700644728.759556,162400,-320.3929138183594
1700644753.9823587,163200,-328.57879638671875
1700644780.6023026,164000,-321.2416076660156
1700644807.3802764,164800,-326.29595947265625
1700644835.0872633,165600,-319.7105407714844
1700644864.1951313,166400,-320.40692138671875
1700644892.3081992,167200,-322.6006774902344
1700644919.1103885,168000,-314.5821228027344
1700644948.4992957,168800,-307.6122741699219
1700644976.6967201,169600,-304.56683349609375
1700645026.850118,171200,-300.1532287597656
1700645053.0758283,172000,-299.425048828125
1700645079.524749,172800,-294.6787414550781
1700645107.3446765,173600,-287.5494689941406
1700645161.7413251,175200,-267.1802062988281
1700645189.5972633,176000,-259.0825500488281
1700645216.6340654,176800,-261.0601501464844
1700645243.3441818,177600,-247.6224822998047
1700645270.8153718,178400,-252.33847045898438
1700645297.6754684,179200,-250.89166259765625
1700645325.1689913,180000,-253.38339233398438
1700645353.6620016,180800,-248.5416717529297
1700645381.6957161,181600,-253.9634552001953
1700645461.7443707,184000,-250.3377227783203
1700645488.6009068,184800,-240.3583984375
1700645516.1151736,185600,-235.41107177734375
1700645544.8727703,186400,-235.93035888671875
1700645573.0606267,187200,-229.7437744140625
1700645600.0782256,188000,-235.6514434814453
1700645627.8142905,188800,-236.58360290527344
1700645655.8228776,189600,-246.1865997314453
1700645683.101091,190400,-237.3641357421875
1700645711.4251618,191200,-245.1852264404297
1700645739.2720957,192000,-250.0017547607422
1700645794.3215888,193600,-261.73199462890625
1700645820.756809,194400,-267.1011657714844
1700645875.9660075,196000,-283.6360168457031
1700645904.471216,196800,-278.95269775390625
1700645931.1791508,197600,-295.57330322265625
1700645960.234156,198400,-301.6915588378906
1700645989.6713378,199200,-290.98541259765625
1700646016.19293,200000,-287.9942626953125
1700646097.6478145,202400,-281.0444641113281
1700646125.5664542,203200,-274.9984130859375
1700646152.63423,204000,-265.8011474609375
1700646179.6261878,204800,-278.1717834472656
1700646233.5141864,206400,-285.7362060546875
1700646261.6241357,207200,-291.71173095703125
1700646288.6192982,208000,-292.6200866699219
1700646316.6079593,208800,-300.6676025390625
1700646372.0049167,210400,-306.5921630859375
1700646400.5065084,211200,-305.41534423828125
1700646456.3208995,212800,-280.1490173339844
1700646513.4908707,214400,-277.38983154296875
1700646541.81768,215200,-268.6897888183594
1700646596.6006992,216800,-262.1035461425781
1700646624.6190207,217600,-252.37203979492188
1700646678.6930265,219200,-261.0372009277344
1700646706.0762367,220000,-262.5298767089844
1700646732.6310394,220800,-264.5118408203125
1700646760.5103216,221600,-268.07470703125
1700646816.1584578,223200,-297.3901672363281
